7/15/18,-25.78,*,RESTAURANT,BAR KOGI NEW YORK NY
7/15/18,-10.1,*,FAST_FOOD,FIVE GUYS-NY #1499 NEWYORK NY
7/15/18,-13.8,*,RENTAL_CAR,NYCTAXI1P49 LONG ISLAND CNY
7/14/18,-5.93,*,FAST_FOOD,STARBUCKS STORE 07675 NEW YORK NY
7/14/18,-40,*,PUBLIC_TRANSPORTATION,MTA MVM*N080-W 4 ST-WAS NEW YORK NY
7/14/18,-65.3,*,RESTAURANT,BT TIXALLIVYPENTHOUS 833-288-6006 NY
7/14/18,-46.84,*,RENTAL_CAR,LYFT *RIDE FRI 9AM 8552800278 CA
7/14/18,-13.69,*,FAST_FOOD,MCDONALD'S F2767 NEW YORK NY
7/14/18,-13.48,*,FAST_FOOD,FIVE GUYS #NY-1620 NEW YORK NY
7/14/18,-49,*,EDUCATION,"EDX, INC. 617-2544049 MA"
7/13/18,-5.93,*,FAST_FOOD,STARBUCKS STORE 00847 NEW YORK NY
7/13/18,-3,*,FAST_FOOD,CMSVEND*ATLANTIC VENDING WALL TOWNSHIPNJ
7/13/18,-86.76,*,GIFTS,KINOKUNIYA BOOKSTORES NEW YORK NY
7/13/18,-3.27,*,SHOPPING,MUJI FIFTH AVE NEW YORK NY
7/12/18,-16.8,*,FAST_FOOD,ARAMARK@JPMC NEWPORT JERSEY CITY NJ
7/12/18,-39.95,*,ENTERTAINMENT,EPOCH.COM *interactiv 8008938871 GB
7/12/18,-3.47,*,FAST_FOOD,SQ *RED MANGO JERSEY CITY NJ
7/12/18,-5.08,*,FAST_FOOD,SQ *BABO TEAHOUSE JERSEY CITY NJ
7/12/18,-10.64,*,FAST_FOOD,JOHNNY ROCKETS 510 JERSEY CITY NJ
7/11/18,-2.73,*,FAST_FOOD,ARAMARK@JPMC NEWPORT JERSEY CITY NJ
7/11/18,-7.25,*,FAST_FOOD,ARAMARK@JPMC NEWPORT JERSEY CITY NJ
7/11/18,-2.22,*,PHARMACY,CVS/PHARMACY #02558 NEW YORK NY
7/11/18,-15.49,*,SHOPPING,KOHLS #1045 JERSEY CITY NJ
7/11/18,-1.25,*,FAST_FOOD,CMSVEND*ATLANTIC VENDING WALL TOWNSHIPNJ
7/11/18,-7.84,*,FAST_FOOD,CHIPOTLE 2627 JERSEY CITY NJ
7/11/18,-9.01,*,FAST_FOOD,MCDONALD'S F2767 NEW YORK NY
7/10/18,-5.61,*,FAST_FOOD,JPMC NEWPORT STARBUCKS JERSEY CITY NJ
7/10/18,-10.5,*,PUBLIC_TRANSPORTATION,MTA MVM*N094-WORLD TRAD NEW YORK NY
7/10/18,-9.88,*,FAST_FOOD,KOBEYAKI JERSEY CITY NJ
7/10/18,-42.02,*,RESTAURANT,IPPUDO WESTSIDE NEW YORK NY
7/9/18,-11.26,*,FAST_FOOD,ARAMARK@JPMC NEWPORT JERSEY CITY NJ
7/9/18,-6.25,*,FAST_FOOD,SQ *BIG GAY ICE CRE NEW YORK NY
7/9/18,-42.02,*,ENTERTAINMENT,SMALLS JAZZ CLUB NEW YORK NY
7/9/18,-18.58,*,ENTERTAINMENT,MEZZROW JAZZ CLUB NEW YORK NY
7/9/18,-30,*,ENTERTAINMENT,MEZZROW JAZZ CLUB NEW YORK NY
7/9/18,-4.36,*,FAST_FOOD,KUNG FU TEA NEW YORK NY
7/9/18,-12.3,*,RENTAL_CAR,NYCTAXI4L49 NEW YORK NY
7/9/18,-10.88,*,FAST_FOOD,BAR PA TEA NEW YORK NY
7/7/18,-10.45,*,FAST_FOOD,CHIPOTLE 1631 NEW YORK NY
7/6/18,-21.26,*,PHARMACY,CVS/PHARMACY #02558 NEW YORK NY
7/6/18,-10,*,RESTAURANT,212 HISAES NEW YORK NY
7/6/18,-8.41,*,FAST_FOOD,SARKU JAPAN 107 JERSEY CITY NJ
7/5/18,-9.91,*,FAST_FOOD,ARAMARK@JPMC NEWPORT JERSEY CITY NJ
7/4/18,-10.5,*,PUBLIC_TRANSPORTATION,MTA MVM*N523-2 AV NEW YORK NY
7/4/18,-9.01,*,FAST_FOOD,MCDONALD'S F2767 NEW YORK NY
7/3/18,-2.67,*,FAST_FOOD,JPMC-270 PK SBUCKS 3FL NEW YORK NY
7/3/18,-416.85,*,EDUCATION,AWS #140967595 aws.amazon.coWA
7/3/18,-11.28,*,FAST_FOOD,BURGER KING #7249 JERSEY CITY NJ
7/2/18,-5.93,*,FAST_FOOD,STARBUCKS STORE 49952 NEW YORK NY
7/1/18,-6.48,*,FAST_FOOD,STARBUCKS STORE 00847 NEW YORK NY
7/1/18,-7.17,*,PHARMACY,CVS/PHARMACY #02558 NEW YORK NY
7/1/18,-12.25,*,RESTAURANT,O DONOGHUES NEW YORK NY
6/30/18,-87,*,RESTAURANT,SUKHUMVIT 51 INC NEW YORK NY
6/30/18,-9.25,*,FAST_FOOD,HANOVER VENTURES MARKE NEW YORK NY
6/30/18,-31.98,*,ENTERTAINMENT,AMC 34TH ST 14 #2120 NEW YORK NY
6/30/18,-35.73,*,RENTAL_CAR,LYFT *RIDE FRI 9AM 8552800278 CA
6/29/18,-9,*,FAST_FOOD,SQ *EGGLOO NEW YORK NY
6/29/18,-63.28,*,ENTERTAINMENT,CENTURY TWENTY ONE #10 NEW YORK NY
6/29/18,-20.66,*,SHOPPING,COACH INC 2468 JERSEY CITY NJ
6/29/18,-14.78,*,RESTAURANT,RAAZ JERSEY CITY NJ
6/29/18,-2.5,*,GROCERIES,E-SMOKE & CONVENIENCE NEW YORK NY
6/28/18,-22.9,*,EDUCATION,PHIL'S STATIONERY NEW YORK NY
6/28/18,-21.76,*,ENTERTAINMENT,PHANTOM OF BROADWAY #13 NEW YORK NY
6/28/18,2000,*,CREDIT_PAYMENT,ONLINE PAYMENT
6/27/18,-5.61,*,FAST_FOOD,JPMC NEWPORT STARBUCKS JERSEY CITY NJ
6/27/18,-32,*,PUBLIC_TRANSPORTATION,MTA MVM*N501A-47-50 STS NEW YORK NY
6/27/18,-83.49,*,FAST_FOOD,MEALPAL 8445619557 NY
6/27/18,-44,*,SHOPPING,MACYS NEWPORT CENTRE JERSEY CITY NJ
6/27/18,-21.67,*,SHOPPING,KOHLS #1045 JERSEY CITY NJ
6/27/18,-8.41,*,FAST_FOOD,SARKU JAPAN 107 JERSEY CITY NJ
6/26/18,-10.02,*,FAST_FOOD,STARBUCKS STORE 00847 NEW YORK NY
6/26/18,-31.22,*,RESTAURANT,UDON WEST NEW YORK NY
6/25/18,-129.71,*,EDUCATION,AmazonPrime Membership amzn.com/prmeWA
6/25/18,-10,*,EDUCATION,NYU CAMPUS SERVICES 212-995-4025 NY
6/24/18,-6.48,*,FAST_FOOD,STARBUCKS STORE 07263 NEW YORK NY
6/24/18,-20.95,*,PUBLIC_TRANSPORTATION,MTA MVM*N502-42 ST BRYA NEW YORK NY
6/24/18,-10.45,*,FAST_FOOD,CHIPOTLE 1631 NEW YORK NY
6/23/18,-30,*,ENTERTAINMENT,BROOKLYN BRIDGE PARK 917-731-2959 NY
6/23/18,-14.5,*,FAST_FOOD,PUBLIC FARE NEW YORK NY
6/23/18,-10.5,*,PUBLIC_TRANSPORTATION,MTA MVM*N100-HIGH ST NEW YORK NY
6/23/18,-10.38,*,FAST_FOOD,GRAB AND GO CONVENIENC NEW YORK NY
6/22/18,-9.88,*,FAST_FOOD,KOBEYAKI JERSEY CITY NJ
6/22/18,-16.33,*,FAST_FOOD,Milk Bar- East Village New York NY
6/22/18,-12,*,HEALTH,THE THREADING STATION JERSEY CITY NJ
6/21/18,-4.8,*,RENTAL_CAR,LYFT *RIDE WED 11PM 8552800278 CA
6/21/18,-5.54,*,PHARMACY,CVS/PHARMACY #02558 NEW YORK NY
6/21/18,-45,*,RESTAURANT,TST* NAYA MEZZE & GRILL NEW YORK NY
6/21/18,-8.85,*,FAST_FOOD,CHIPOTLE 2627 JERSEY CITY NJ
6/21/18,-14.78,*,RESTAURANT,RAAZ JERSEY CITY NJ
6/20/18,-8.32,*,RENTAL_CAR,LYFT *RIDE WED 7PM 8552800278 CA
6/20/18,-8.44,*,FAST_FOOD,SQ *OATMEALS NEW YORK NY
6/20/18,-38.59,*,PHARMACY,CVS/PHARMACY #00991 JERSEY CITY NJ
6/20/18,-6,*,HEALTH,JON CLEANERS JERSEY CITY NJ
6/20/18,-8.41,*,FAST_FOOD,SARKU JAPAN 107 JERSEY CITY NJ
6/19/18,-53.8,*,RENTAL_CAR,LYFT *RIDE TUE 8AM 8552800278 CA
6/19/18,-12.77,*,FAST_FOOD,JOHNNY ROCKETS 510 JERSEY CITY NJ
6/19/18,-285,*,EDUCATION,COLLEGE BOXES OF CALIFORNFREMONT CA
6/19/18,-1.25,*,FAST_FOOD,CMSVEND*ATLANTIC VENDING WALL TOWNSHIPNJ
6/19/18,-14.3,*,FAST_FOOD,CHARLEYS GRILLED SUBS - 4JERSEY CITY NJ
6/19/18,-84.71,*,APPLIANCES,SEARS ROEBUCK 1044 JERSEY CITY NJ
6/19/18,2401.91,*,CREDIT_PAYMENT,ONLINE PAYMENT
6/18/18,-89,*,PUBLIC_TRANSPORTATION,PATHTVM*PAVONIA / NEWPO NEW YORK NY
6/18/18,-54.49,*,RENTAL_CAR,LYFT *RIDE MON 7AM 8552800278 CA
6/18/18,-13.45,*,FAST_FOOD,THE KATI ROLL COMPANY NEW YORK NY
6/18/18,-7.62,*,FAST_FOOD,FABULOUS BOUTIQUE NEW YORK NY
6/17/18,-19.91,*,RESTAURANT,FIREWOOD GR2 SFO A GAT SAN FRANCISCOCA
6/17/18,-8.07,*,RENTAL_CAR,LYFT *RIDE SAT 2AM 8552800278 CA
6/17/18,-16.31,*,SHOPPING,JCPENNEY 1959 SAN BRUNO CA
6/17/18,129.68,*,SHOPPING,JCPENNEY 1959 800-542-0800 CA
6/16/18,-5,*,FAST_FOOD,SQ *TEASPOON SNOW CAFE Los Altos CA
6/16/18,-7.63,*,RENTAL_CAR,LYFT *RIDE FRI 8AM 8552800278 CA
6/16/18,-13.89,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
6/16/18,-32.63,*,PUBLIC_TRANSPORTATION,SUBWAY 00049684 MOUNTAIN VIEWCA
6/15/18,-4.5,*,PUBLIC_TRANSPORTATION,STANFORD PARKING METER STANFORD CA
6/15/18,-5.5,*,RENTAL_CAR,LYFT *RIDE FRI 2AM 8552800278 CA
6/15/18,-9.27,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
6/15/18,-237.4,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
6/15/18,-41.69,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
6/15/18,-96,*,RESTAURANT,SOGONG DONG TOFU HOUSE PALO ALTO CA
6/14/18,-8.2,*,FAST_FOOD,STARBUCKS STORE 05775 HOLLYWOOD CA
6/14/18,-13.7,*,FAST_FOOD,SQ *HONEYBERRY SANTA CLARA CA
6/14/18,-6.65,*,RENTAL_CAR,LYFT *RIDE WED 5AM 8552800278 CA
6/14/18,-42.79,*,SHOPPING,BROOKS BROTHERS 06776 ARVIN CA
6/14/18,-38.3,*,GIFTS,SOUVENIRS OF HOLLYWOOD LOS ANGELES CA
6/13/18,-9.71,*,RENTAL_CAR,LYFT *RIDE TUE 10PM 8552800278 CA
6/12/18,-9.27,*,FAST_FOOD,COHO STANFORD CA
6/12/18,-17,*,ENTERTAINMENT,CNK*CINEMARK.COM 399 800-246-3627 CA
6/12/18,-8.5,*,ENTERTAINMENT,CNK*CINEMARK.COM 399 800-246-3627 CA
6/12/18,-5.05,*,PUBLIC_TRANSPORTATION,BART MILLBRAE STAT QPS 5104646474 CA
6/12/18,-7.18,*,RENTAL_CAR,LYFT *RIDE TUE 8PM 8552800278 CA
6/12/18,-12.52,*,RENTAL_CAR,LYFT *RIDE TUE 9PM 8552800278 CA
6/12/18,-5,*,RENTAL_CAR,LYFT *CANCEL FEE 8552800278 CA
6/12/18,-5.04,*,RENTAL_CAR,LYFT *RIDE TUE 5PM 8552800278 CA
6/12/18,-7.55,*,RENTAL_CAR,LYFT *RIDE TUE 4PM 8552800278 CA
6/12/18,-39.5,*,RENTAL_CAR,LYFT *RIDE TUE 1PM 8552800278 CA
6/12/18,-5.95,*,RENTAL_CAR,LYFT *RIDE TUE 3PM 8552800278 CA
6/12/18,-6.63,*,RENTAL_CAR,LYFT *RIDE TUE 10AM 8552800278 CA
6/12/18,-65.35,*,GIFTS,STANFORD UNIV BKST #670 STANFORD CA
6/12/18,-7.19,*,FAST_FOOD,JAMBA JUICE-#61 STANFORD CA
6/12/18,-8.25,*,PUBLIC_TRANSPORTATION,CALTRAIN 1016 PALO ALTO PALO ALTO CA
6/12/18,-150.42,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
6/12/18,-11.75,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
6/12/18,-9.27,*,FAST_FOOD,THE TREEHOUSE STANFORD CA
6/12/18,1000,*,CREDIT_PAYMENT,ONLINE PAYMENT
6/9/18,-1639.88,*,HOTELS,HOTELS.COM148868938990 HOTELS.COM WA
6/8/18,-8.72,*,FAST_FOOD,PANDA EXPRESS #2035 STANFORD CA
6/5/18,-24.32,*,TRAVEL,TRAVEL INSURANCE POLICY 800-729-6021 VA
6/4/18,-6.15,*,RENTAL_CAR,LYFT *RIDE SUN 3PM 8552800278 CA
6/4/18,-374.2,*,TRAVEL,JETBLUE 2792102253646SALT LAKE CTYUT
6/3/18,-5.62,*,RENTAL_CAR,LYFT *RIDE SUN 2PM 8552800278 CA
6/3/18,-22,*,HEALTH,MIDTOWN HAIR STUDI PALO ALTO CA
6/1/18,-20,*,ENTERTAINMENT,RiotGam*LoL LN8EEZQVVA 866-373-9211 CA
6/1/18,632.57,*,CREDIT_PAYMENT,AUTOMATIC PAYMENT - THANK YOU
5/31/18,-8.72,*,FAST_FOOD,PANDA EXPRESS #2035 STANFORD CA
5/29/18,-12.65,*,FAST_FOOD,OLD UNION CAFE STANFORD CA
5/27/18,-4.89,*,FAST_FOOD,CA'S GREAT AMERICA FOODS SANTA CLARA CA
5/26/18,-10,*,FAST_FOOD,CA'S GREAT AMERICA GAMES SANTA CLARA CA
5/24/18,-12.48,*,FAST_FOOD,THE TREEHOUSE STANFORD CA
5/22/18,-3.3,*,FAST_FOOD,BON APPETIT 51157154 STANFORD CA
5/21/18,-9.92,*,RENTAL_CAR,LYFT *RIDE SUN 12PM 8552800278 CA
5/20/18,-17.76,*,GROCERIES,SAFEWAY #1709 MENLO PARK CA
5/20/18,-4.8,*,FAST_FOOD,POP TEA BAR PALO ALTO CA
5/20/18,-17.96,*,RESTAURANT,GOTTS ROADSIDE - PALO ALTPALO ALTO CA
5/19/18,-10.7,*,FAST_FOOD,STANFORD ARRILLAGA NT STANFORD CA
5/17/18,-2.45,*,FAST_FOOD,SQ *LATHROP CAFE Stanford CA
5/17/18,-86.11,*,GIFTS,STANFORD UNIV BKST #670 STANFORD CA
5/16/18,-3.3,*,FAST_FOOD,BON APPETIT 51157154 STANFORD CA
5/15/18,-12.7,*,FAST_FOOD,STANFORD ARRILLAGA NT STANFORD CA
5/14/18,-5.48,*,RENTAL_CAR,LYFT *RIDE SUN 12PM 8552800278 CA
5/14/18,-9.95,*,FAST_FOOD,BON APPETIT 51157154 STANFORD CA
5/13/18,-48.1,*,APPLIANCES,FRY'S ELECTRONICS #3 PALO ALTO CA
5/13/18,-5.89,*,RENTAL_CAR,LYFT *RIDE SUN 11AM 8552800278 CA
5/13/18,-9.58,*,PHARMACY,CVS/PHARMACY #03935 PALO ALTO CA
5/12/18,-83.93,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
5/12/18,-3.95,*,FAST_FOOD,HAPPY LEMON - BERKELEY BERKELEY CA
5/11/18,-11.66,*,FAST_FOOD,STANFORD ARRILLAGA NT STANFORD CA
5/11/18,-3.25,*,FAST_FOOD,COUPA CAFE GSB STANFORD CA
5/11/18,-5.55,*,FAST_FOOD,BON APPETIT 51157154 STANFORD CA
5/9/18,-46.96,*,GIFTS,4AMILYHOUR.NET ORDER HTTPSTEECHIP.CA
5/5/18,-8.72,*,FAST_FOOD,PANDA EXPRESS #2035 STANFORD CA
5/5/18,-21.81,*,FAST_FOOD,YUGEN MOUNTAIN VIEWCA
5/4/18,-19.99,*,SHOPPING,AliExpress 408-7855580 CA
5/2/18,1475.15,*,CREDIT_PAYMENT,AUTOMATIC PAYMENT - THANK YOU
4/30/18,-7.6,*,GROCERIES,WAL-MART #2280 MOUNTAIN VIEWCA
4/30/18,-9.27,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
4/30/18,-58.25,*,RENTAL_CAR,ZIPCAR INC. 866-494-7227 MA
4/30/18,-12.48,*,FAST_FOOD,THE TREEHOUSE STANFORD CA
4/26/18,-13.54,*,SHOPPING,AMAZON MKTPLACE PMTS AMZN.COM/BILLWA
4/23/18,-43.37,*,GROCERIES,INSTACART HTTPSINSTACARCA
4/21/18,-79,*,SHOPPING,WAFT.COM HTTPSWAFT.COMDE
4/21/18,-8.72,*,FAST_FOOD,PANDA EXPRESS #2035 STANFORD CA
4/19/18,-6.74,*,TRAVEL,FOREIGN CURRENCY CONVERSION FEE
4/19/18,-224.61,*,TRAVEL,CITY OF MELB ONLINE MELBOURNE AU
4/16/18,-2.5,*,FAST_FOOD,BYTES CAFE STANFORD CA
4/16/18,-8.95,*,EDUCATION,HARVARD*BUS PUBLISHING WWW.HBR.ORG MA
4/14/18,-9.44,*,RENTAL_CAR,LYFT *RIDE FRI 11AM 8552800278 CA
4/13/18,-4.03,*,RENTAL_CAR,LYFT *RIDE FRI 9AM 8552800278 CA
4/13/18,-4.05,*,RENTAL_CAR,LYFT *RIDE FRI 8AM 8552800278 CA
4/13/18,-11.51,*,RENTAL_CAR,LYFT *RIDE FRI 7AM 8552800278 CA
4/13/18,-13.07,*,PHARMACY,CVS/PHARMACY #03935 PALO ALTO CA
4/13/18,-8.25,*,PUBLIC_TRANSPORTATION,CALTRAIN 1016 PALO ALTO PALO ALTO CA
4/13/18,-8.25,*,PUBLIC_TRANSPORTATION,CALTRAIN 1000 SAN FRAN SAN FRANCISCOCA
4/13/18,-5.09,*,PUBLIC_TRANSPORTATION,SUBWAY 00301960 SAN FRANCISCOCA
4/13/18,-21.78,*,RESTAURANT,GOTTS ROADSIDE - PALO ALTPALO ALTO CA
4/10/18,-2.99,*,FAST_FOOD,BON APPETIT 51157154 STANFORD CA
